-165.000,61.892,-101.236
-163.000,62.183,-101.086
-161.000,62.474,-100.935
-159.000,62.765,-100.783
-157.000,63.056,-100.629
-155.000,63.347,-100.475
-153.000,63.638,-100.318
-151.000,63.928,-100.161
-149.000,64.218,-100.002
-147.000,64.509,-99.842
-145.000,64.799,-99.681
-143.000,65.088,-99.518
-141.000,65.378,-99.354
-139.000,65.667,-99.189
-137.000,65.957,-99.022
-135.000,66.246,-98.854
-133.000,66.534,-98.685
-131.000,66.823,-98.514
-129.000,67.111,-98.342
-127.000,67.399,-98.169
-125.000,67.687,-97.995
-123.000,67.974,-97.819
-121.000,68.261,-97.642
-119.000,68.548,-97.464
-117.000,68.835,-97.284
-115.000,69.121,-97.103
-113.000,69.406,-96.921
-111.000,69.692,-96.738
-109.000,69.977,-96.553
-107.000,70.262,-96.367
-105.000,70.546,-96.179
-103.000,70.830,-95.991
-101.000,71.114,-95.801
-99.000,71.397,-95.610
-97.000,71.679,-95.417
-95.000,71.962,-95.224
-93.000,72.244,-95.029
-91.000,72.525,-94.832
-89.000,72.806,-94.635
-87.000,73.086,-94.436
-85.000,73.366,-94.236
-83.000,73.646,-94.035
-81.000,73.924,-93.833
-79.000,74.203,-93.629
-77.000,74.481,-93.424
-75.000,74.758,-93.218
-73.000,75.035,-93.010
-71.000,75.311,-92.802
-69.000,75.586,-92.592
-67.000,75.861,-92.381
-65.000,76.136,-92.169
-63.000,76.409,-91.955
-61.000,76.683,-91.740
-59.000,76.955,-91.525
-57.000,77.227,-91.308
-55.000,77.498,-91.089
-53.000,77.768,-90.870
-51.000,78.038,-90.649
-49.000,78.307,-90.428
-47.000,78.576,-90.205
-45.000,78.843,-89.981
-43.000,79.110,-89.756
-41.000,79.377,-89.530
-39.000,79.642,-89.302
-37.000,79.907,-89.074
-35.000,80.171,-88.844
-33.000,80.434,-88.613
-31.000,80.696,-88.382
-29.000,80.958,-88.149
-27.000,81.218,-87.915
-25.000,81.479,-87.679
-23.000,81.737,-87.443
-21.000,81.996,-87.206
-19.000,82.253,-86.968
-17.000,82.509,-86.729
-15.000,82.765,-86.488
-13.000,83.020,-86.247
-11.000,83.274,-86.004
-9.000,83.527,-85.761
-7.000,83.779,-85.517
-5.000,84.030,-85.271
-3.000,84.281,-85.025
-1.000,84.534,-84.773
1.000,84.773,-84.534
3.000,85.025,-84.281
5.000,85.271,-84.030
7.000,85.517,-83.779
9.000,85.761,-83.527
11.000,86.004,-83.274
13.000,86.247,-83.020
15.000,86.488,-82.765
17.000,86.729,-82.509
19.000,86.968,-82.253
21.000,87.206,-81.996
23.000,87.443,-81.737
25.000,87.679,-81.479
27.000,87.915,-81.218
29.000,88.149,-80.958
31.000,88.381,-80.696
33.000,88.613,-80.434
35.000,88.844,-80.171
37.000,89.074,-79.907
39.000,89.302,-79.642
41.000,89.530,-79.377
43.000,89.756,-79.110
45.000,89.981,-78.843
47.000,90.205,-78.576
49.000,90.428,-78.307
51.000,90.649,-78.038
53.000,90.870,-77.768
55.000,91.089,-77.498
57.000,91.308,-77.227
59.000,91.525,-76.955
61.000,91.740,-76.683
63.000,91.955,-76.409
65.000,92.169,-76.136
67.000,92.381,-75.861
69.000,92.592,-75.586
71.000,92.802,-75.311
73.000,93.010,-75.035
75.000,93.218,-74.758
77.000,93.424,-74.481
79.000,93.629,-74.203
81.000,93.833,-73.924
83.000,94.035,-73.646
85.000,94.236,-73.366
87.000,94.436,-73.086
89.000,94.635,-72.806
91.000,94.832,-72.525
93.000,95.029,-72.244
95.000,95.224,-71.962
97.000,95.417,-71.679
99.000,95.610,-71.397
101.000,95.801,-71.114
103.000,95.991,-70.830
105.000,96.179,-70.546
107.000,96.367,-70.262
109.000,96.553,-69.977
111.000,96.738,-69.692
113.000,96.921,-69.406
115.000,97.103,-69.121
117.000,97.284,-68.835
119.000,97.464,-68.548
121.000,97.642,-68.261
123.000,97.819,-67.974
125.000,97.995,-67.687
127.000,98.169,-67.399
129.000,98.342,-67.111
131.000,98.514,-66.823
133.000,98.685,-66.534
135.000,98.854,-66.246
137.000,99.022,-65.957
139.000,99.189,-65.667
141.000,99.354,-65.378
143.000,99.518,-65.088
145.000,99.681,-64.799
147.000,99.842,-64.509
149.000,100.002,-64.218
151.000,100.161,-63.928
153.000,100.318,-63.638
155.000,100.475,-63.347
157.000,100.629,-63.056
159.000,100.783,-62.765
161.000,100.935,-62.474
163.000,101.086,-62.183
165.000,0.000,0.000
167.000,0.000,0.000
169.000,0.000,0.000
171.000,0.000,0.000
173.000,0.000,0.000
175.000,0.000,0.000
177.000,0.000,0.000
179.000,0.000,0.000
181.000,0.000,0.000
183.000,0.000,0.000
185.000,0.000,0.000
187.000,0.000,0.000
189.000,0.000,0.000
191.000,0.000,0.000
193.000,0.000,0.000
195.000,0.000,0.000
197.000,0.000,0.000
199.000,0.000,0.000
201.000,0.000,0.000
203.000,0.000,0.000
205.000,0.000,0.000
207.000,0.000,0.000
209.000,0.000,0.000
211.000,0.000,0.000
213.000,0.000,0.000
215.000,0.000,0.000
217.000,0.000,0.000
219.000,0.000,0.000
221.000,0.000,0.000
223.000,0.000,0.000
225.000,0.000,0.000
227.000,0.000,0.000
229.000,0.000,0.000
231.000,0.000,0.000
233.000,0.000,0.000
235.000,0.000,0.000
237.000,0.000,0.000
239.000,0.000,0.000
241.000,0.000,0.000
243.000,0.000,0.000
245.000,0.000,0.000
247.000,0.000,0.000
249.000,0.000,0.000
251.000,0.000,0.000
253.000,0.000,0.000
255.000,0.000,0.000
257.000,0.000,0.000
259.000,0.000,0.000
261.000,0.000,0.000
263.000,0.000,0.000
265.000,0.000,0.000
267.000,0.000,0.000
269.000,0.000,0.000
271.000,0.000,0.000
273.000,0.000,0.000
